20/06/2020 11:39:51:347760: <socket.socket fd=668, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 53461), raddr=('127.0.0.1', 40001)>: LOGIN asd asd
20/06/2020 20:09:05:257766: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 20:09:07:425710: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:08:427034: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:09:09:428376: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:09:10:429983: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:14:836333: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:09:14:836333: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:09:18:292015: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:18:292015: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:22:325375: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:22:326373: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:25:060221: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:09:25:061219: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:09:27:339357: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:27:339357: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:27:482134: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:27:482134: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:27:705322: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:27:706309: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:27:856907: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:27:857905: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:30:456749: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:30:457746: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:30:624300: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:30:625299: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:30:759621: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:30:759621: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:30:900241: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:30:900241: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:31:040832: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:31:040832: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:31:181400: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:31:181400: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:31:353247: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:31:353247: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:31:509450: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:31:509450: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:31:876735: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:31:876735: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:32:049270: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:32:050269: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:33:001149: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:33:002147: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:630629: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:630629: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:663541: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:663541: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:665535: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:666533: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:667531: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:668528: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:670523: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:670523: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:672517: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:673516: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:675510: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:675510: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:677504: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:678502: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:679499: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:680496: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:681493: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:682489: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:684485: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:684485: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:686481: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:687480: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:688475: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:689472: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:691466: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:691466: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:693461: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:694458: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:696453: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:696453: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:698447: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:698447: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:09:35:700442: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:09:35:700442: <ssl.SSLSocket fd=620, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55364), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:13:28:525531: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 20:13:35:286959: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: LOGIN b b
20/06/2020 20:13:36:769705: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:13:36:769705: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:36:769705: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:36:769705: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:13:38:189500: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:13:39:211474: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:40:226190: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:41:227515: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:13:42:430676: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:42:430676: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:44:758785: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:44:758785: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:49:923790: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:13:49:923790: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:13:52:515622: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:52:516620: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:54:438253: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:54:439253: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:55:826321: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:55:827319: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:58:336550: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:58:336550: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:58:680895: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:13:58:680895: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:13:59:992579: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:13:59:992579: <ssl.SSLSocket fd=664, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55367), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:14:01:166227: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:14:01:166227: <ssl.SSLSocket fd=500, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55368), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:15:42:633849: <ssl.SSLSocket fd=776, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55370), raddr=('127.0.0.1', 40001)>: LOGIN a a
20/06/2020 20:15:44:126678: <ssl.SSLSocket fd=776, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55370), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:15:44:127676: <ssl.SSLSocket fd=776, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55370), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:15:44:128674: <ssl.SSLSocket fd=776, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55370), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:15:44:128674: <ssl.SSLSocket fd=776, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55370), raddr=('127.0.0.1', 40001)>: GET_LOTTERY_DATE
20/06/2020 20:15:50:103311: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55369), raddr=('127.0.0.1', 40001)>: LOGIN b b
20/06/2020 20:15:51:835331: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55369), raddr=('127.0.0.1', 40001)>: WON_LIST
20/06/2020 20:15:52:837506: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55369), raddr=('127.0.0.1', 40001)>: GET_BALANCE
20/06/2020 20:15:53:680492: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55369), raddr=('127.0.0.1', 40001)>: MY_COUPONS
20/06/2020 20:15:53:680492: <ssl.SSLSocket fd=700, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 55369), raddr=('127.0.0.1', 40001)>: GET_BALANCE
